"NCESSCH","LEAID","TYPE08","STATUS08","ULOCAL08","FTE08","LEVEL08","FRELCH08","REDLCH08","TOTFRL08","MEMBER08","G0908","G1008","G1108","G1208","AM09","AS09","HI09","BL09","WH09","HP09","TR09","AM10","AS10","HI10","BL10","WH10","HP10","TR10","AM11","AS11","HI11","BL11","WH11","HP11","TR11","AM12","AS12","HI12","BL12","WH12","HP12","TR12","ASIAN","HISP","BLACK","WHITE"
"170993005078","1709930","1","1","11",24,"3",NA,NA,NA,398,125,117,79,77,0,4,75,34,12,-4,-4,0,8,75,20,14,-4,-4,0,1,53,16,9,-4,-4,0,4,47,17,9,-4,-4,17,250,87,44
"170993005092","1709930","1","1","11",NA,"4",NA,NA,NA,488,98,69,63,31,0,8,55,23,12,-4,-4,0,5,49,12,3,-4,-4,0,6,36,15,6,-4,-4,0,2,18,10,1,-4,-4,21,158,60,22
"170993005147","1709930","1","1","11",43,"3",240,52,292,558,153,150,126,129,0,1,11,83,58,-4,-4,0,1,24,78,47,-4,-4,0,0,14,79,33,-4,-4,1,0,15,74,39,-4,-4,2,64,314,177
"170993005180","1709930","4","1","11",NA,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"170993005305","1709930","2","1","11",NA,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"170993005663","1709930","1","1","11",NA,"4",NA,NA,NA,1169,317,261,50,35,0,1,267,33,16,-4,-4,0,4,228,23,6,-4,-4,0,0,45,4,1,-4,-4,0,0,31,3,1,-4,-4,5,571,63,24
"170993005664","1709930","1","1","11",27,"3",NA,NA,NA,366,82,111,84,89,1,0,1,80,0,-4,-4,0,0,1,110,0,-4,-4,0,0,0,84,0,-4,-4,0,0,0,89,0,-4,-4,0,2,363,0
"170993005665","1709930","1","1","11",27,"3",NA,NA,NA,378,94,149,80,55,0,0,0,94,0,-4,-4,0,0,1,148,0,-4,-4,1,0,1,78,0,-4,-4,0,0,0,55,0,-4,-4,0,2,375,0
"170993005666","1709930","1","1","11",5,"3",22,0,22,25,NA,NA,NA,25,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,25,0,0,-4,-4,-12,13,-12,-12
"170993005668","1709930","1","1","11",19,"3",NA,NA,NA,258,63,77,66,52,0,0,5,57,1,-4,-4,1,0,5,70,1,-4,-4,0,0,11,55,0,-4,-4,0,0,5,46,1,-4,-4,0,26,228,3
"170993005676","1709930","1","1","11",5,"3",NA,NA,NA,19,NA,NA,NA,19,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,2,17,0,-4,-4,-12,-10,5,-12
"170993005677","1709930","1","1","11",11,"3",NA,NA,NA,139,66,34,6,33,0,0,66,0,0,-4,-4,0,0,34,0,0,-4,-4,0,0,6,0,0,-4,-4,0,0,33,0,0,-4,-4,0,139,0,0
"170993005787","1709930","1","1","11",45,"4",483,43,526,555,147,134,108,77,0,4,19,120,4,-4,-4,1,3,17,109,4,-4,-4,0,2,18,84,3,-4,-4,0,5,18,52,2,-4,-4,14,72,365,13
"170993005788","1709930","1","1","11",27,"3",NA,NA,NA,347,132,78,70,67,0,0,121,11,0,-4,-4,0,0,68,10,0,-4,-4,0,0,55,14,1,-4,-4,0,0,52,13,2,-4,-4,0,296,48,3
"170993005789","1709930","1","1","11",36,"3",NA,NA,NA,621,257,139,127,98,0,0,5,249,2,-4,-4,0,0,3,136,0,-4,-4,0,0,1,126,0,-4,-4,0,0,0,96,2,-4,-4,0,9,607,4
"170993005790","1709930","1","1","11",7,"3",NA,NA,NA,197,NA,NA,108,89,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,5,53,39,11,-4,-4,0,0,33,49,7,-4,-4,-3,78,80,10
"170993005791","1709930","1","1","11",50,"3",NA,NA,NA,639,189,224,91,83,0,1,43,140,5,-4,-4,0,3,39,175,7,-4,-4,0,0,15,71,5,-4,-4,0,1,11,70,1,-4,-4,5,108,456,18
"170993005792","1709930","1","1","11",31,"3",NA,NA,NA,522,146,141,134,101,0,0,1,143,2,-4,-4,0,0,0,141,0,-4,-4,0,0,1,133,0,-4,-4,0,0,2,99,0,-4,-4,0,4,516,2
"170993005793","1709930","1","1","11",28,"3",NA,NA,NA,396,112,102,107,75,0,0,82,28,2,-4,-4,0,0,79,22,1,-4,-4,0,0,72,34,1,-4,-4,0,0,57,18,0,-4,-4,0,290,102,4
"170993005794","1709930","1","1","11",24,"3",NA,NA,NA,328,87,99,64,78,0,0,61,26,0,-4,-4,0,0,78,21,0,-4,-4,0,0,49,14,1,-4,-4,0,0,57,21,0,-4,-4,0,245,82,1
"170993005795","1709930","1","1","11",26,"3",NA,NA,NA,343,101,90,77,75,0,0,79,22,0,-4,-4,0,1,69,20,0,-4,-4,0,0,62,15,0,-4,-4,0,0,57,18,0,-4,-4,1,267,75,0
"170993005977","1709930","1","3","11",NA,"3",NA,NA,NA,105,1,45,30,29,0,0,0,1,0,-4,-4,0,0,0,45,0,-4,-4,0,0,2,28,0,-4,-4,0,0,3,26,0,-4,-4,0,5,100,0
"170993005983","1709930","1","3","11",91,"3",NA,NA,NA,1377,314,444,304,315,1,0,35,277,1,-4,-4,0,0,45,397,2,-4,-4,1,0,33,270,0,-4,-4,0,0,31,284,0,-4,-4,0,144,1228,3
"180477000799","1804770","1","1","11",83.8,"4",1106,86,1192,1454,297,244,213,262,0,0,8,272,9,-4,-4,0,0,6,221,13,-4,-4,0,1,5,192,8,-4,-4,0,2,4,237,13,-4,-4,3,23,922,43
"180477000801","1804770","1","1","11",143.5,"3",1460,203,1663,2091,852,507,398,334,1,1,114,533,180,-4,-4,2,1,56,319,114,-4,-4,1,4,34,254,87,-4,-4,1,3,29,214,82,-4,-4,9,233,1320,463
"180477000804","1804770","1","1","11",71.5,"3",737,93,830,1112,359,272,253,228,0,2,18,311,22,-4,-4,0,1,10,224,30,-4,-4,0,1,7,193,36,-4,-4,1,1,5,183,31,-4,-4,5,40,911,119
"180477000825","1804770","1","1","11",83,"3",674,109,783,1071,435,266,202,168,2,0,39,101,278,-4,-4,0,0,15,64,178,-4,-4,1,0,13,52,130,-4,-4,0,0,27,46,92,-4,-4,0,94,263,678
"180477000878","1804770","1","1","11",63,"3",663,70,733,951,346,223,199,183,1,2,85,224,28,-4,-4,1,3,50,142,19,-4,-4,0,1,38,132,16,-4,-4,0,2,28,125,23,-4,-4,8,201,623,86
"180477001434","1804770","1","1","11",33,"4",292,42,334,409,43,34,19,21,1,0,3,28,9,-4,-4,0,0,1,22,11,-4,-4,0,0,0,14,4,-4,-4,0,0,1,14,4,-4,-4,0,5,78,28
"180477001445","1804770","1","1","11",78.4,"4",760,104,864,1050,212,141,126,111,0,0,22,83,97,-4,-4,0,0,17,43,72,-4,-4,0,0,11,46,66,-4,-4,1,1,8,33,65,-4,-4,1,58,205,300
"180477001446","1804770","1","1","11",60.8,"4",674,85,759,852,171,101,89,93,0,0,44,33,90,-4,-4,0,0,31,24,43,-4,-4,0,0,35,15,37,-4,-4,0,1,26,27,37,-4,-4,1,136,99,207
"180477002402","1804770","4","1","11",65,"4",369,30,399,619,221,85,35,16,0,0,6,186,23,-4,-4,0,0,4,67,11,-4,-4,0,0,0,30,4,-4,-4,0,0,1,12,2,-4,-4,0,11,295,40
"201299000100","2012990","2","1","11",14,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"201299000113","2012990","1","1","11",21.8,"4",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"201299000316","2012990","2","1","11",10,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"201299000344","2012990","1","1","11",123.3,"3",1152,257,1409,2239,679,620,483,457,7,89,165,153,215,-4,-4,11,70,144,138,219,-4,-4,10,62,92,116,182,-4,-4,8,59,83,95,201,-4,-4,280,484,502,817
"201299000345","2012990","1","1","11",11.2,"3",75,26,101,133,22,32,47,32,0,0,7,6,6,-4,-4,0,0,5,7,17,-4,-4,2,1,6,19,18,-4,-4,0,0,2,15,14,-4,-4,1,20,47,55
"201299000346","2012990","1","1","11",93.1,"3",1221,213,1434,1875,534,551,428,362,8,10,274,69,133,-4,-4,7,14,299,55,144,-4,-4,5,6,205,45,144,-4,-4,7,6,155,63,119,-4,-4,36,933,232,540
"201299000347","2012990","1","1","11",84.3,"3",858,241,1099,1615,466,426,387,336,18,18,65,78,237,-4,-4,18,15,54,82,223,-4,-4,14,5,57,87,211,-4,-4,16,15,46,63,189,-4,-4,53,222,310,860
"201299000348","2012990","1","1","11",90.5,"3",927,230,1157,1724,460,505,391,368,4,57,112,140,113,-4,-4,7,57,107,168,139,-4,-4,5,53,57,147,123,-4,-4,8,41,57,116,141,-4,-4,208,333,571,516
"201299000349","2012990","1","1","11",66.5,"3",745,161,906,1105,313,321,222,249,8,8,72,53,143,-4,-4,9,4,79,57,149,-4,-4,8,4,40,55,100,-4,-4,8,6,48,55,124,-4,-4,22,239,220,516
"201299000350","2012990","1","1","41",77.8,"3",535,200,735,1628,422,411,390,405,6,18,44,163,167,-4,-4,15,14,30,133,190,-4,-4,8,14,28,116,210,-4,-4,11,15,32,113,220,-4,-4,61,134,525,787
"201299000351","2012990","1","1","11",76.9,"3",403,173,576,1580,406,420,392,362,11,10,46,69,238,-4,-4,13,12,58,61,253,-4,-4,5,14,29,52,274,-4,-4,8,11,35,44,251,-4,-4,47,168,226,1016
"201299001104","2012990","1","1","11",8,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"201299001693","2012990","1","1","11",11.4,"3",82,14,96,127,12,35,36,44,0,0,4,4,3,-4,-4,2,0,13,16,4,-4,-4,4,0,11,16,4,-4,-4,0,0,12,21,9,-4,-4,0,40,57,20
"201299001694","2012990","1","1","11",27.7,"3",210,92,302,595,189,164,119,123,4,18,23,59,63,-4,-4,4,13,22,53,61,-4,-4,3,13,19,31,48,-4,-4,0,13,17,33,56,-4,-4,57,81,176,228
"201299001697","2012990","1","1","11",11.7,"3",94,6,100,127,4,41,32,50,0,0,1,0,2,-4,-4,0,0,12,7,21,-4,-4,0,0,7,4,19,-4,-4,5,1,10,9,24,-4,-4,1,30,20,66
"220054000339","2200540","4","1","12",38,"4",70,5,75,80,15,10,8,3,0,0,0,15,0,-4,-4,0,0,0,9,1,-4,-4,0,0,0,7,1,-4,-4,0,0,0,3,0,-4,-4,0,0,34,2
"220054000340","2200540","4","1","12",19,"3",39,5,44,57,8,13,6,30,0,0,0,6,2,-4,-4,0,0,0,11,2,-4,-4,0,0,0,3,3,-4,-4,0,0,0,23,7,-4,-4,0,0,43,14
"220054000347","2200540","1","1","12",67.1,"3",296,113,409,1272,381,294,312,285,0,35,8,182,156,-4,-4,0,34,7,121,132,-4,-4,0,33,5,138,136,-4,-4,0,33,4,120,128,-4,-4,135,24,561,552
"220054000349","2200540","1","1","12",68,"3",678,108,786,937,265,217,213,188,0,7,5,246,7,-4,-4,0,7,4,199,7,-4,-4,0,8,2,202,1,-4,-4,0,8,2,175,3,-4,-4,30,13,822,18
"220054000355","2200540","1","1","12",59,"3",677,102,779,1012,314,255,238,205,0,14,16,250,34,-4,-4,1,10,6,217,21,-4,-4,0,16,5,184,33,-4,-4,0,8,2,161,34,-4,-4,48,29,812,122
"220054000365","2200540","1","1","42",58,"3",554,71,625,768,131,107,97,100,0,0,0,103,28,-4,-4,0,0,4,84,19,-4,-4,0,0,0,71,26,-4,-4,0,0,1,78,21,-4,-4,0,5,336,94
"220054000378","2200540","1","1","21",67,"3",578,69,647,759,206,175,167,153,0,0,0,204,2,-4,-4,0,1,0,174,0,-4,-4,0,1,0,166,0,-4,-4,0,0,0,153,0,-4,-4,2,0,697,2
"220054000387","2200540","1","1","12",69,"3",633,41,674,745,280,135,181,149,0,1,0,274,5,-4,-4,0,0,0,131,4,-4,-4,0,0,0,179,2,-4,-4,1,0,0,147,1,-4,-4,1,0,731,12
"220054000393","2200540","1","1","12",59.1,"3",506,57,563,686,224,152,98,134,0,12,38,161,13,-4,-4,0,7,25,103,17,-4,-4,0,7,19,62,10,-4,-4,0,11,11,93,19,-4,-4,37,93,419,59
"220054000397","2200540","1","1","12",67,"3",555,89,644,968,292,249,208,219,0,2,1,253,36,-4,-4,0,8,0,204,37,-4,-4,1,8,0,152,47,-4,-4,0,4,2,159,54,-4,-4,22,3,768,174
"220054000404","2200540","4","1","12",13,"3",108,4,112,134,23,39,31,41,0,0,0,20,3,-4,-4,0,0,1,37,1,-4,-4,0,0,0,28,3,-4,-4,0,0,0,39,2,-4,-4,0,1,124,9
"220054000423","2200540","1","1","12",65,"3",890,94,984,1194,457,275,242,220,0,0,1,453,3,-4,-4,0,0,0,275,0,-4,-4,0,0,0,242,0,-4,-4,0,1,1,216,2,-4,-4,1,2,1186,5
"220054000434","2200540","1","1","12",64,"3",650,62,712,931,289,215,165,190,0,3,2,255,29,-4,-4,1,4,5,176,29,-4,-4,0,5,2,124,34,-4,-4,0,7,1,137,45,-4,-4,19,10,692,137
"220054000447","2200540","1","1","21",64,"3",452,82,534,1029,307,247,265,210,1,7,16,176,107,-4,-4,0,6,14,141,86,-4,-4,1,12,17,131,104,-4,-4,0,3,6,108,93,-4,-4,28,53,556,390
"220054001544","2200540","4","1","12",NA,"4",153,11,164,184,178,0,0,0,0,0,0,171,7,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,171,7
"220054002049","2200540","1","1","12",11,"3",141,20,161,185,89,96,0,0,0,0,1,83,5,-4,-4,0,1,0,91,4,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,1,1,174,9
"220054002083","2200540","1","3","12",16,"3",189,7,196,209,77,85,12,35,0,0,0,77,0,-4,-4,0,0,0,85,0,-4,-4,0,0,0,12,0,-4,-4,0,0,0,35,0,-4,-4,0,0,209,0
"220054002253","2200540","4","4","12",0,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0,0,-4,-4,0,0,0,0
"220117000234","2201170","4","1","12",33.3,"3",232,38,270,348,73,79,95,101,0,1,6,63,3,-4,-4,0,2,2,69,6,-4,-4,0,2,1,83,9,-4,-4,0,4,0,89,8,-4,-4,9,9,304,26
"220117000880","2201170","1","1","12",48.3,"3",666,43,709,864,199,227,213,225,0,1,8,189,1,-4,-4,0,2,4,221,0,-4,-4,0,1,11,201,0,-4,-4,0,1,5,219,0,-4,-4,5,28,830,1
"220117000888","2201170","1","1","12",46,"3",113,30,143,563,160,130,121,152,1,43,6,57,53,-4,-4,0,31,2,35,62,-4,-4,0,24,5,30,62,-4,-4,0,29,6,37,80,-4,-4,127,19,159,257
"220117000911","2201170","1","1","12",52.5,"3",531,85,616,829,210,215,197,207,1,3,6,196,4,-4,-4,0,7,1,203,4,-4,-4,0,8,5,176,8,-4,-4,0,7,3,194,3,-4,-4,25,15,769,19
"220117000926","2201170","4","1","12",100.8,"4",537,96,633,1469,103,105,109,75,1,5,5,49,43,-4,-4,0,5,2,57,41,-4,-4,0,4,4,48,53,-4,-4,0,1,4,24,46,-4,-4,15,15,178,183
"220117000939","2201170","1","1","12",63.5,"3",688,24,712,973,193,206,178,230,0,0,1,192,0,-4,-4,0,1,0,205,0,-4,-4,0,0,0,177,1,-4,-4,0,1,0,229,0,-4,-4,2,1,803,1
"220117000945","2201170","1","1","12",58,"3",507,33,540,694,114,146,147,135,0,24,2,88,0,-4,-4,0,26,1,119,0,-4,-4,0,23,0,123,1,-4,-4,0,19,1,115,0,-4,-4,92,4,445,1
"220117001936","2201170","4","1","12",6,"3",64,0,64,108,59,31,16,2,0,0,0,58,1,-4,-4,0,0,0,31,0,-4,-4,1,0,1,14,0,-4,-4,0,0,0,2,0,-4,-4,0,1,105,1
"220117001970","2201170","1","1","12",12,"3",75,1,76,95,15,17,16,28,0,0,0,14,1,-4,-4,0,0,0,17,0,-4,-4,0,0,0,16,0,-4,-4,0,0,0,27,1,-4,-4,0,0,74,2
"240009000150","2400090","1","1","11",76.5,"3",493,146,639,1319,323,330,341,325,1,2,3,284,33,-4,-4,1,1,1,306,21,-4,-4,0,4,1,313,23,-4,-4,0,0,3,290,32,-4,-4,7,8,1193,109
"240009000151","2400090","1","1","11",77,"3",446,133,579,1435,434,361,346,294,1,13,12,354,54,-4,-4,3,12,8,276,62,-4,-4,0,12,6,283,45,-4,-4,1,8,5,196,84,-4,-4,45,31,1109,245
"240009000168","2400090","3","1","11",67,"3",514,62,576,950,209,268,218,255,0,0,0,208,1,-4,-4,0,0,0,268,0,-4,-4,0,0,1,216,1,-4,-4,0,0,1,251,3,-4,-4,0,2,943,5
"240009000176","2400090","2","1","11",14,"3",42,9,51,70,5,12,12,41,0,0,0,5,0,-4,-4,0,0,0,10,2,-4,-4,0,0,0,12,0,-4,-4,0,1,1,36,3,-4,-4,1,1,63,5
"240009000194","2400090","3","1","11",75,"3",591,87,678,1076,350,268,211,247,0,1,1,345,3,-4,-4,0,0,0,267,1,-4,-4,0,0,0,210,1,-4,-4,1,2,0,243,1,-4,-4,3,1,1065,6
"240009000203","2400090","1","1","11",51,"3",435,38,473,753,311,178,131,133,0,2,0,302,7,-4,-4,0,0,1,174,3,-4,-4,0,0,1,129,1,-4,-4,0,1,0,131,1,-4,-4,3,2,736,12
"240009000209","2400090","1","1","11",70.5,"3",595,49,644,1010,329,275,210,195,0,1,0,326,2,-4,-4,0,1,1,269,4,-4,-4,0,0,1,209,0,-4,-4,0,0,0,193,2,-4,-4,2,2,997,8
"240009000219","2400090","2","1","11",29,"3",78,7,85,126,18,16,28,64,1,0,1,14,2,-4,-4,0,0,1,15,0,-4,-4,0,0,1,26,1,-4,-4,0,0,0,59,5,-4,-4,0,3,114,8
"240009000236","2400090","4","1","11",40,"3",NA,NA,NA,482,130,111,81,159,0,0,0,129,1,-4,-4,1,1,0,108,1,-4,-4,1,1,0,78,1,-4,-4,0,0,1,156,2,-4,-4,2,1,471,5
"240009000280","2400090","3","1","11",91,"3",619,137,756,1317,491,300,303,223,0,1,4,460,26,-4,-4,0,0,0,290,10,-4,-4,0,1,1,289,12,-4,-4,0,1,3,209,10,-4,-4,3,8,1248,58
"240009000292","2400090","1","1","11",59.5,"3",573,69,642,992,330,248,195,219,1,2,3,322,2,-4,-4,0,0,7,239,2,-4,-4,0,0,3,190,2,-4,-4,1,2,1,210,5,-4,-4,4,14,961,11
"240009000297","2400090","1","1","11",120,"3",1002,98,1100,1667,640,455,299,273,4,1,61,509,65,-4,-4,5,3,51,330,66,-4,-4,6,2,52,201,38,-4,-4,4,3,23,211,32,-4,-4,9,187,1251,201
"240009000298","2400090","1","1","11",26.5,"3",217,54,271,449,104,82,137,126,0,0,0,103,1,-4,-4,0,2,0,79,1,-4,-4,0,1,2,132,2,-4,-4,0,0,0,122,4,-4,-4,3,2,436,8
"240009000330","2400090","1","1","11",41,"3",312,111,423,842,222,235,197,188,1,1,6,188,26,-4,-4,0,3,4,207,21,-4,-4,1,5,5,157,29,-4,-4,1,1,1,169,16,-4,-4,10,16,721,92
"240009000336","2400090","2","1","11",34,"4",111,32,143,226,3,NA,1,3,0,0,0,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,1,0,-4,-4,0,0,0,2,1,-4,-4,-4,-4,1,NA
"240009000885","2400090","4","1","11",9,"3",NA,NA,NA,117,85,21,9,2,0,0,0,84,1,-4,-4,0,0,0,20,1,-4,-4,0,0,0,8,1,-4,-4,0,0,0,2,0,-4,-4,0,0,114,3
"240009001098","2400090","1","1","11",22,"3",185,18,203,317,154,60,47,56,0,0,7,134,13,-4,-4,0,1,3,51,5,-4,-4,0,1,0,40,6,-4,-4,0,0,0,51,5,-4,-4,2,10,276,29
"240009001313","2400090","4","1","11",63,"3",462,99,561,848,352,201,151,144,2,1,8,273,68,-4,-4,2,3,15,149,32,-4,-4,0,2,5,107,37,-4,-4,1,1,10,102,30,-4,-4,7,38,631,167
"240009001324","2400090","4","1","11",49,"4",304,54,358,598,210,155,106,126,1,0,0,203,6,-4,-4,0,0,1,146,8,-4,-4,1,0,1,103,1,-4,-4,0,2,2,121,1,-4,-4,2,4,573,16
"240009001331","2400090","4","1","11",45,"3",284,31,315,609,210,166,110,123,0,1,1,205,3,-4,-4,0,0,1,162,3,-4,-4,0,0,0,110,0,-4,-4,0,0,1,120,2,-4,-4,1,3,597,8
"240009001336","2400090","4","1","11",36,"3",230,24,254,570,216,136,89,128,0,1,2,205,8,-4,-4,0,1,0,128,7,-4,-4,0,0,0,88,1,-4,-4,0,1,0,119,8,-4,-4,3,2,540,24
"240009001339","2400090","4","1","11",19,"3",150,52,202,347,88,93,73,93,0,1,0,59,28,-4,-4,1,0,2,69,21,-4,-4,1,4,1,59,8,-4,-4,0,1,3,82,7,-4,-4,6,6,269,64
"240009001343","2400090","4","1","11",26,"3",231,10,241,484,334,127,19,4,0,1,0,331,2,-4,-4,0,0,2,124,1,-4,-4,0,0,0,19,0,-4,-4,0,0,0,4,0,-4,-4,1,2,478,3
"240009001381","2400090","1","1","11",28,"3",168,29,197,308,91,92,67,58,0,0,0,88,3,-4,-4,0,0,1,89,2,-4,-4,0,0,0,66,1,-4,-4,0,0,0,53,5,-4,-4,0,1,296,11
"240009001383","2400090","1","1","11",37,"3",329,36,365,507,155,144,103,105,0,0,2,153,0,-4,-4,0,1,1,141,1,-4,-4,0,0,1,101,1,-4,-4,0,0,0,104,1,-4,-4,1,4,499,3
"240009001385","2400090","1","1","11",30,"3",344,45,389,479,281,96,54,48,1,0,0,267,13,-4,-4,0,0,0,90,6,-4,-4,0,1,0,50,3,-4,-4,0,0,0,46,2,-4,-4,1,0,453,24
"240009001387","2400090","1","1","11",36,"3",389,37,426,595,272,138,117,68,0,2,2,252,16,-4,-4,0,0,0,130,8,-4,-4,0,1,0,109,7,-4,-4,0,0,0,66,2,-4,-4,3,2,557,33
"240009001388","2400090","1","1","11",20,"3",148,12,160,247,90,69,53,35,0,0,0,88,2,-4,-4,0,0,0,69,0,-4,-4,0,0,0,51,2,-4,-4,0,0,0,35,0,-4,-4,0,0,243,4
"240009001391","2400090","1","1","11",24,"3",43,15,58,357,110,91,74,82,0,6,0,63,41,-4,-4,0,0,4,54,33,-4,-4,0,0,1,36,37,-4,-4,1,2,0,40,39,-4,-4,8,5,193,150
"240009001530","2400090","1","1","11",24,"3",129,16,145,317,93,77,75,72,0,0,0,93,0,-4,-4,0,0,0,76,1,-4,-4,0,0,0,75,0,-4,-4,0,0,0,72,0,-4,-4,0,0,316,1
"240009001531","2400090","1","1","11",20,"3",188,22,210,274,108,80,51,35,0,0,0,104,4,-4,-4,1,0,0,79,0,-4,-4,1,0,0,49,1,-4,-4,0,0,0,33,2,-4,-4,0,0,265,7
"240009001532","2400090","1","1","11",39,"3",355,28,383,563,219,140,79,125,0,0,0,213,6,-4,-4,0,0,0,138,2,-4,-4,0,0,1,77,1,-4,-4,0,0,0,124,1,-4,-4,0,1,552,10
"240009001533","2400090","1","1","11",48,"3",385,32,417,631,245,155,133,98,0,0,0,240,5,-4,-4,0,0,0,155,0,-4,-4,0,1,0,131,1,-4,-4,0,0,0,96,2,-4,-4,1,0,622,8
"240009001559","2400090","1","1","11",27,"3",182,41,223,304,162,50,44,48,0,1,5,152,4,-4,-4,0,0,1,45,4,-4,-4,0,0,1,42,1,-4,-4,0,0,0,46,2,-4,-4,1,7,285,11
"240009001560","2400090","1","1","11",39,"4",326,32,358,532,118,111,51,55,0,0,0,116,2,-4,-4,0,0,0,111,0,-4,-4,0,0,0,51,0,-4,-4,0,0,0,52,3,-4,-4,0,0,330,5
"240009001561","2400090","1","1","11",43,"3",271,18,289,537,207,155,88,86,0,0,1,202,4,-4,-4,1,0,0,153,1,-4,-4,0,0,0,88,0,-4,-4,1,0,0,83,2,-4,-4,0,1,526,7
"240009001562","2400090","1","1","11",46,"3",491,46,537,766,250,154,166,104,0,0,1,245,4,-4,-4,0,0,1,152,1,-4,-4,0,0,0,163,3,-4,-4,0,0,0,103,1,-4,-4,0,2,663,9
"240009001563","2400090","1","1","11",36,"3",334,39,373,533,172,137,139,84,1,1,1,169,0,-4,-4,0,0,0,134,3,-4,-4,0,0,0,138,1,-4,-4,0,0,0,84,0,-4,-4,1,1,525,4
"240009001632","2400090","1","1","11",9,"3",51,6,57,102,28,45,23,6,0,0,1,16,11,-4,-4,0,0,0,33,12,-4,-4,0,0,0,13,10,-4,-4,0,0,0,4,2,-4,-4,0,1,66,35
"240009001662","2400090","2","3","11",NA,"4",76,3,79,141,37,28,15,6,0,0,1,34,2,-4,-4,0,0,0,26,2,-4,-4,0,0,0,14,1,-4,-4,0,0,0,6,0,-4,-4,0,1,80,5
"250279000203","2502790","1","1","11",111.5,"3",527,222,749,2449,443,404,407,381,0,115,38,70,208,0,12,0,105,36,45,211,0,7,1,119,30,42,203,0,12,1,117,26,27,207,0,3,456,130,184,829
"250279000204","2502790","1","1","11",82.5,"3",649,195,844,1698,345,300,271,254,3,63,55,107,113,0,4,3,63,41,96,91,0,6,3,64,53,53,91,0,7,1,63,34,72,80,0,4,253,183,328,375
"250279000205","2502790","1","1","11",69.1,"3",663,154,817,1271,268,251,251,229,0,49,88,97,31,0,3,0,60,63,98,30,0,0,0,60,45,104,36,1,5,1,46,57,109,14,0,2,215,253,408,111
"250279000208","2502790","1","1","11",83.4,"3",913,106,1019,1251,331,264,324,328,1,6,170,137,17,0,0,1,8,140,102,11,1,1,3,11,169,122,18,0,1,0,11,164,133,18,0,2,36,643,494,64
"250279000210","2502790","2","1","11",3,"4",19,2,21,24,4,1,2,8,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,2,2,0,0,2,4,7,2
"250279000215","2502790","1","1","11",71.8,"3",730,87,817,1017,200,257,252,299,0,35,64,86,14,0,1,1,53,83,102,15,0,3,0,69,68,103,11,0,1,1,59,82,136,20,0,1,216,297,427,60
"250279000217","2502790","1","1","11",27.5,"3",242,34,276,402,136,123,75,68,1,17,54,47,16,0,1,0,16,52,50,4,0,1,0,8,22,34,9,0,2,1,4,16,38,8,0,1,45,144,169,37
"250279000226","2502790","1","1","11",92.4,"3",937,117,1054,1445,440,345,310,331,4,7,293,63,70,0,3,1,9,230,51,52,0,2,2,9,186,53,55,0,5,1,4,187,58,78,0,3,29,896,225,255
"250279000261","2502790","1","1","11",56.9,"3",538,47,585,791,345,174,144,127,1,6,94,221,10,2,11,1,8,42,115,3,0,5,0,4,21,113,4,1,1,0,3,29,86,6,1,2,21,186,535,23
"250279000282","2502790","3","1","11",150.1,"3",873,51,924,1503,463,405,331,283,3,3,225,207,17,0,8,2,4,185,187,17,2,8,0,3,155,155,11,2,5,2,1,116,146,14,1,3,11,681,695,59
