"NCESSCH","LEAID","TYPE07","STATUS07","ULOCAL07","FTE07","LEVEL07","FRELCH07","REDLCH07","TOTFRL07","MEMBER07","G0907","G1007","G1107","G1207","AM09","AS09","HI09","BL09","WH09","AM10","AS10","HI10","BL10","WH10","AM11","AS11","HI11","BL11","WH11","AM12","AS12","HI12","BL12","WH12","ASIAN","HISP","BLACK","WHITE"
"411004000956","4110040","1","1","11",59.5,"3",522,167,689,1218,384,298,277,259,10,99,79,107,77,3,90,34,79,86,4,69,41,72,86,7,74,23,51,101,332,177,309,350
"411004000958","4110040","1","1","11",68.8,"3",262,96,358,1544,448,397,382,317,8,27,37,27,342,11,29,32,22,295,7,26,29,29,284,6,25,24,22,234,107,122,100,1155
"411004000960","4110040","1","1","11",73.1,"3",471,121,592,1233,271,272,250,337,7,34,29,13,186,9,44,29,24,161,6,36,27,21,155,8,64,34,25,205,178,119,83,707
"411004000962","4110040","1","1","11",74,"3",292,76,368,1643,416,418,372,437,5,32,27,87,255,4,25,24,105,253,3,26,18,71,250,7,30,18,88,291,113,87,351,1049
"411004000964","4110040","1","1","11",55.1,"4",448,65,513,707,168,135,124,118,2,6,20,104,32,1,10,20,88,15,1,4,9,89,17,2,5,16,76,17,25,65,357,81
"411004000966","4110040","1","1","11",63.1,"3",83,23,106,1404,323,340,367,374,3,28,16,11,258,2,28,19,16,262,1,28,21,23,287,2,30,17,17,306,114,73,67,1113
"411004000967","4110040","4","1","11",20,"4",60,29,89,444,31,40,33,35,0,0,1,1,28,0,1,0,2,36,1,1,2,1,27,3,1,2,1,27,3,5,5,118
"411004000968","4110040","1","1","11",59.6,"3",444,109,553,860,254,226,178,202,5,41,47,54,100,3,30,39,48,99,5,27,26,44,75,4,37,29,38,91,135,141,184,365
"411004000975","4110040","1","1","11",69.4,"3",209,44,253,1533,420,378,403,332,8,29,24,31,320,4,26,20,28,295,0,24,22,21,331,3,17,22,12,271,96,88,92,1217
"411004001529","4110040","1","1","11",16.2,"3",147,36,183,279,81,64,60,74,1,9,18,19,34,3,7,7,16,29,4,6,11,10,28,1,13,2,14,44,35,38,59,135
"411004001531","4110040","1","1","11",16.5,"3",162,20,182,222,74,57,50,41,2,3,43,11,13,0,6,35,9,7,0,4,32,10,4,3,1,26,3,8,14,136,33,32
"411004001532","4110040","1","1","11",17.2,"3",138,31,169,229,53,56,48,72,4,7,14,9,17,2,4,9,22,19,2,5,7,19,14,3,3,14,18,33,19,44,68,83
"411004001605","4110040","1","1","11",20.1,"3",165,36,201,262,66,81,80,35,1,11,16,6,30,2,10,19,9,41,1,12,20,8,39,0,9,6,2,17,42,61,25,127
"411004001606","4110040","1","1","11",17.5,"3",120,26,146,220,39,67,75,39,0,7,6,2,22,1,7,8,7,44,6,12,9,0,47,0,6,11,3,19,32,34,12,132
"411004001608","4110040","1","1","11",19.2,"3",176,49,225,294,74,83,96,41,2,6,17,6,43,2,9,23,11,37,4,14,21,9,48,2,5,5,3,26,34,66,29,154
"411004001646","4110040","1","1","11",8.3,"3",87,6,93,147,75,72,0,0,1,3,17,17,36,0,2,7,21,39,0,0,0,0,0,0,0,0,0,0,5,24,38,75
"411004001652","4110040","4","1","11",24.8,"3",136,34,170,292,3,30,119,140,0,0,0,1,2,1,2,5,5,16,2,13,28,31,41,4,16,28,23,69,31,61,60,128
"411004004190","4110040","1","1","11",18.5,"4",82,10,92,314,19,31,23,17,0,0,2,3,13,0,2,2,6,20,1,3,2,2,14,1,0,3,2,10,5,9,13,57
"421899000551","4218990","1","1","11",26.1,"4",NA,NA,NA,473,60,55,59,50,0,7,2,19,32,0,3,2,14,36,0,1,1,21,35,0,1,0,20,28,12,5,74,131
"421899000572","4218990","3","1","11",50.3,"3",315,54,369,762,239,208,140,175,0,8,43,66,122,0,6,38,78,85,0,5,22,36,77,1,11,31,52,78,30,134,232,362
"421899000576","4218990","1","1","11",NA,"4",NA,NA,NA,1381,272,393,240,91,0,1,59,192,20,0,1,75,297,20,0,0,37,189,14,0,0,13,73,5,2,184,751,59
"421899000765","4218990","1","1","11",19,"3",NA,NA,NA,286,72,92,77,45,0,1,0,71,0,0,0,2,90,0,1,0,0,76,0,0,0,0,45,0,1,2,282,0
"421899000767","4218990","3","1","11",28.5,"3",NA,NA,NA,465,182,105,89,89,0,4,5,163,9,1,4,2,91,5,0,2,0,84,3,0,2,2,82,3,12,9,420,20
"421899000771","4218990","1","1","11",16.3,"3",NA,NA,NA,363,109,80,77,97,0,8,8,82,11,0,9,4,65,2,0,8,5,58,6,0,10,7,76,4,35,24,281,23
"421899000772","4218990","1","1","11",NA,"4",NA,NA,NA,329,60,98,67,30,0,0,4,56,0,0,0,4,92,2,0,0,4,62,1,0,0,0,29,1,0,12,239,4
"421899000821","4218990","1","1","11",18.8,"3",NA,NA,NA,364,115,79,79,91,0,0,1,114,0,0,0,0,79,0,0,1,0,77,1,0,0,2,89,0,1,3,359,1
"421899000823","4218990","1","1","11",22.6,"3",NA,NA,NA,381,114,96,84,87,0,0,2,111,1,2,0,0,93,1,0,0,0,83,1,0,1,0,85,0,1,2,372,3
"421899000824","4218990","1","1","11",15.7,"3",NA,NA,NA,288,95,76,72,45,0,0,0,94,0,0,0,0,76,0,0,0,0,72,0,0,0,0,45,0,0,0,287,0
"421899000825","4218990","1","1","11",22,"3",NA,NA,NA,336,95,87,75,79,0,1,9,76,8,1,1,14,67,4,0,4,7,55,9,0,1,10,60,8,7,40,258,29
"421899000826","4218990","3","1","11",25.1,"3",NA,NA,NA,370,152,94,72,52,0,0,7,143,1,1,1,6,85,1,0,0,2,69,1,0,0,0,50,2,1,15,347,5
"421899000829","4218990","1","1","11",11,"3",NA,NA,NA,143,32,46,24,41,0,0,1,28,3,0,1,0,40,4,0,2,0,22,0,0,6,0,34,1,9,1,124,8
"421899000830","4218990","1","1","11",13,"3",NA,NA,NA,208,50,65,58,35,0,2,0,45,2,0,1,0,59,5,0,8,0,49,1,0,2,0,32,0,13,0,185,8
"421899000900","4218990","1","1","11",34.9,"3",NA,NA,NA,553,230,148,89,86,0,0,113,73,43,0,2,76,42,28,0,2,41,30,16,0,7,44,20,14,11,274,165,101
"421899000901","4218990","1","1","11",27.7,"3",NA,NA,NA,522,239,121,97,65,0,0,109,95,35,2,1,62,40,16,0,3,52,29,13,0,0,35,22,7,4,258,186,71
"421899000903","4218990","1","1","11",51.5,"3",NA,NA,NA,856,336,280,100,102,2,19,129,177,3,1,22,86,154,6,0,11,33,54,0,0,19,22,56,4,71,270,441,13
"421899000904","4218990","1","1","11",46.7,"3",NA,NA,NA,859,384,207,163,105,1,19,143,210,7,1,18,67,115,3,0,23,43,93,2,0,7,33,62,1,67,286,480,13
"421899000907","4218990","3","1","11",22.5,"3",NA,NA,NA,393,145,120,68,60,0,3,81,38,23,1,1,59,32,24,0,3,35,21,8,0,2,33,18,7,9,208,109,62
"421899000910","4218990","2","1","11",NA,"4",667,38,705,733,156,193,131,73,0,0,1,152,3,0,3,3,180,7,0,1,1,123,6,0,2,0,71,0,6,5,526,16
"421899003638","4218990","1","1","11",NA,"4",287,17,304,324,63,49,35,13,0,0,5,56,2,0,0,2,46,0,0,0,1,34,0,0,0,1,12,0,0,9,148,2
"421899003728","4218990","2","1","11",37,"4",121,20,141,165,13,16,20,43,0,0,1,9,3,0,0,3,13,0,0,0,4,12,4,0,0,11,29,3,0,19,63,10
"421899003787","4218990","2","1","11",23,"3",193,18,211,237,73,62,57,45,1,0,20,30,22,0,0,15,25,22,0,1,8,20,28,1,0,13,8,23,1,56,83,95
"421899003808","4218990","1","1","11",79.2,"4",194,68,262,1230,118,120,115,120,0,24,7,29,57,0,20,8,26,65,0,22,12,31,50,0,20,6,27,66,86,33,113,238
"421899003816","4218990","1","1","11",78.9,"3",938,82,1020,1577,620,417,288,252,1,52,114,435,16,0,40,67,299,10,0,38,39,205,6,0,42,23,174,11,172,243,1113,43
"421899003818","4218990","1","1","11",48.6,"3",583,98,681,796,241,248,179,128,1,54,26,124,34,0,68,33,116,30,1,51,11,97,19,0,48,7,60,13,221,77,397,96
"421899003825","4218990","1","1","11",36.9,"3",495,48,543,597,208,166,158,65,0,0,1,206,1,0,0,0,166,0,1,0,1,154,0,0,0,0,65,0,0,2,591,1
"421899003834","4218990","1","1","11",22.2,"3",379,21,400,417,134,143,90,50,0,0,2,132,0,0,0,3,137,3,0,0,3,87,0,0,0,0,50,0,0,8,406,3
"421899003839","4218990","1","1","11",35.4,"3",464,39,503,570,165,157,126,122,0,0,0,165,0,0,0,3,154,0,0,0,3,122,0,0,0,1,120,1,0,7,561,1
"421899003840","4218990","3","1","11",55.1,"3",714,103,817,969,316,242,226,185,0,60,15,221,17,1,39,10,175,16,0,34,9,168,13,1,36,10,127,11,169,44,691,57
"421899003841","4218990","3","1","11",58.1,"3",729,103,832,977,272,264,215,226,1,2,8,259,0,0,0,5,259,0,1,1,4,209,0,0,0,4,220,2,3,21,947,2
"421899003842","4218990","3","1","11",69.4,"3",832,121,953,1147,442,215,293,197,3,10,173,237,18,0,4,73,121,16,1,11,92,176,13,0,5,55,120,17,30,393,654,64
"421899003843","4218990","1","1","11",50.9,"3",445,99,544,1103,298,268,253,249,1,48,28,181,38,1,54,14,175,23,0,28,27,156,41,1,30,21,169,26,160,90,681,128
"421899003844","4218990","1","1","11",56.7,"3",577,104,681,913,239,258,172,244,0,2,9,201,24,0,6,4,216,31,1,4,1,142,23,0,4,2,211,25,16,16,770,103
"421899003845","4218990","1","1","11",96.4,"3",917,77,994,1828,688,469,379,253,0,28,115,307,236,0,32,75,200,157,1,27,66,167,114,0,22,38,110,78,109,294,784,585
"421899003847","4218990","1","1","11",79.6,"3",1075,160,1235,1494,566,425,215,288,0,22,4,527,13,1,18,3,394,8,0,6,2,200,2,0,2,1,281,0,48,10,1402,23
"421899003848","4218990","1","1","11",102.7,"3",617,171,788,2220,609,564,519,528,1,173,47,187,193,2,155,55,179,169,0,150,35,149,179,3,135,39,169,178,613,176,684,719
"421899003849","4218990","3","1","11",137.5,"3",1964,164,2128,2362,907,643,446,366,1,6,730,156,12,1,7,503,120,10,3,5,347,85,6,0,2,283,75,6,20,1863,436,34
"421899003850","4218990","1","1","11",98.4,"3",1373,219,1592,1832,627,526,364,315,2,7,168,372,76,2,5,121,358,37,1,5,78,228,50,2,8,70,206,28,25,437,1164,191
"421899003851","4218990","1","1","11",46.5,"3",576,49,625,710,247,171,96,179,0,8,10,225,4,0,8,7,154,1,0,2,8,84,1,0,9,9,160,1,27,34,623,7
"421899003852","4218990","1","1","11",75.7,"3",895,147,1042,1262,375,398,226,188,0,0,3,368,2,0,0,2,393,2,1,0,1,220,3,0,0,1,186,0,0,7,1167,7
"421899003853","4218990","1","1","11",69.2,"3",1109,157,1266,1460,452,419,376,213,0,0,10,439,3,0,0,8,409,2,2,0,12,354,6,1,0,2,209,0,0,32,1411,11
"421899003855","4218990","1","1","11",160.9,"3",1447,201,1648,3309,1030,903,713,663,1,166,184,397,264,1,179,142,312,260,2,143,102,242,218,3,141,83,220,212,629,511,1171,954
"421899003857","4218990","1","1","11",80,"3",1257,216,1473,1786,503,536,363,352,0,1,4,496,1,0,0,4,525,3,0,1,2,358,1,0,3,1,348,0,5,11,1727,5
"421899003858","4218990","1","1","11",52.2,"3",600,52,652,765,181,265,139,161,1,0,15,164,1,0,0,30,231,4,0,0,7,132,0,0,1,0,158,2,1,52,685,7
"421899003859","4218990","1","1","11",85,"3",1051,171,1222,1501,615,398,195,218,1,65,18,497,32,0,53,18,307,16,0,42,12,122,16,1,52,16,127,19,212,64,1053,83
"421899003860","4218990","1","1","11",58.1,"3",822,79,901,968,403,272,205,88,0,0,3,398,1,1,1,0,267,2,0,0,2,203,0,0,0,0,87,1,1,5,955,4
"421899003861","4218990","3","1","11",39,"3",228,37,265,567,218,136,118,95,2,1,25,129,60,3,1,13,85,32,3,2,11,66,35,1,2,6,43,41,6,55,323,168
"421899004728","4218990","2","1","11",15.1,"3",181,32,213,297,96,91,51,23,0,2,19,16,59,0,0,22,14,55,0,1,12,9,29,0,0,2,8,11,3,55,47,154
"421899006522","4218990","1","1","11",41,"4",474,37,511,556,111,97,79,62,0,0,3,108,0,0,0,2,94,1,0,0,0,79,0,0,0,0,61,1,0,5,342,2
"421899006523","4218990","1","1","11",89,"3",1134,99,1233,1379,432,405,297,245,0,4,9,417,2,1,6,2,395,1,1,1,3,289,2,3,3,4,234,1,14,18,1335,6
"421899006527","4218990","1","1","11",108.6,"3",833,139,972,2041,687,533,444,377,2,41,96,256,289,1,49,62,199,215,0,63,44,133,202,0,65,30,121,160,218,232,709,866
"421899006548","4218990","1","1","11",14.8,"3",NA,NA,NA,291,61,86,78,66,0,0,1,57,3,0,0,0,84,2,0,0,2,75,1,0,0,0,65,1,0,3,281,7
"421899006675","4218990","1","1","11",79.2,"3",1152,181,1333,1821,708,526,320,267,4,1,10,691,2,1,1,5,515,2,1,1,5,307,4,1,0,1,260,5,3,21,1773,13
"421899006822","4218990","1","1","11",36.3,"3",410,75,485,654,187,170,158,129,1,23,28,90,44,0,11,19,101,39,0,21,16,85,36,0,18,15,55,41,73,78,331,160
"421899006996","4218990","1","1","11",37,"3",NA,NA,NA,653,155,176,171,151,1,6,14,75,58,0,6,15,92,60,0,9,15,75,72,1,8,7,64,71,29,51,306,261
"421899007023","4218990","1","1","11",30.5,"3",153,13,166,604,127,122,153,202,1,6,10,102,5,1,9,8,97,5,0,18,9,120,4,0,18,5,166,12,51,32,485,26
"421899007225","4218990","1","1","11",29.2,"3",218,27,245,549,157,114,153,125,0,10,29,96,22,0,15,13,60,25,0,27,20,84,21,0,12,12,83,17,64,74,323,85
"421917000409","4219170","1","1","11",127.5,"3",449,65,514,1464,383,408,340,333,1,9,3,161,196,0,4,1,174,211,1,5,7,127,196,0,7,2,97,219,25,13,559,822
"421917000412","4219170","1","1","11",77,"3",568,72,640,919,260,267,180,212,0,0,0,106,145,0,2,2,93,161,0,2,0,63,110,1,3,3,53,146,7,5,315,562
"421917000415","4219170","1","1","11",46.5,"3",327,45,372,512,143,131,115,123,1,0,2,87,48,0,1,1,93,31,0,0,0,63,50,0,1,0,66,52,2,3,309,181
"421917000416","4219170","1","1","11",61,"3",451,74,525,824,212,217,198,197,0,0,1,133,68,1,0,3,132,72,0,1,1,118,67,0,0,0,101,90,1,5,484,297
"421917000420","4219170","1","1","11",29,"3",334,10,344,353,117,97,73,66,0,0,0,115,0,0,1,0,96,0,0,0,0,71,0,0,0,0,65,0,1,0,347,0
"421917000422","4219170","1","1","11",55.5,"3",509,29,538,638,184,185,130,139,0,1,1,148,29,0,0,1,162,18,0,0,1,101,24,1,0,0,112,19,1,3,523,90
"421917000424","4219170","1","1","11",43.5,"3",331,23,354,466,136,127,99,104,0,0,0,126,8,0,0,0,120,4,0,0,0,93,5,0,0,1,98,5,0,1,437,22
"421917000425","4219170","1","1","11",83,"3",534,73,607,1055,296,284,251,224,0,6,8,222,51,0,10,7,196,64,1,8,7,154,72,0,6,7,147,59,30,29,719,246
"421917006047","4219170","2","1","11",22.5,"4",78,6,84,87,16,12,12,12,0,0,0,14,2,0,0,0,10,2,0,0,0,11,1,0,0,0,11,1,0,0,46,6
"421917006664","4219170","2","1","11",13.4,"4",41,5,46,72,1,7,7,19,0,0,0,0,1,0,0,1,4,2,0,0,0,3,4,0,0,0,10,9,0,1,17,16
"421917006811","4219170","2","1","11",24,"4",139,8,147,232,14,9,20,60,0,0,0,6,8,0,0,0,6,3,0,1,0,14,5,0,1,0,36,22,2,0,62,38
"421917006873","4219170","2","1","11",22,"3",94,11,105,108,8,27,28,45,0,0,0,7,0,0,0,0,27,0,0,0,0,28,0,0,0,0,41,4,0,0,103,4
"421917006915","4219170","1","1","11",86,"3",482,81,563,1100,304,294,247,255,0,3,3,140,151,0,5,2,105,173,0,1,0,84,153,0,4,2,65,177,13,7,394,654
"421917007123","4219170","1","1","11",2,"3",115,29,144,555,152,119,152,132,0,2,2,49,96,0,0,1,40,68,0,0,1,48,95,0,1,2,39,86,3,6,176,345
"450231000460","4502310","1","1","13",22.4,"3",33,4,37,420,106,109,111,94,1,5,6,20,73,2,0,7,16,84,1,1,5,17,87,1,5,2,23,62,11,20,76,306
"450231000560","4502310","1","1","21",64.5,"3",689,77,766,1171,391,334,258,188,0,4,79,161,147,0,4,77,130,123,0,5,42,98,113,0,7,34,54,92,20,232,443,475
"450231000561","4502310","1","1","41",67.8,"3",230,62,292,1184,388,314,279,203,1,2,11,20,353,3,2,9,16,283,1,2,6,22,247,1,0,2,12,188,6,28,70,1071
"450231000562","4502310","1","1","21",53,"3",472,67,539,726,331,168,137,90,0,2,34,198,97,1,1,9,124,33,0,0,20,76,41,0,1,11,62,16,4,74,460,187
"450231000563","4502310","1","1","21",69.3,"3",230,41,271,1277,382,323,299,273,0,7,49,73,249,0,5,35,44,236,0,7,24,39,225,0,11,12,36,213,30,120,192,923
"450231000564","4502310","1","1","13",79.9,"3",206,30,236,1289,461,346,261,221,0,3,27,215,216,1,1,21,158,164,0,4,15,113,128,0,2,7,87,125,10,70,573,633
"450231000565","4502310","1","1","21",74.5,"3",411,80,491,1322,421,368,270,263,0,4,58,124,235,1,2,58,89,216,0,2,28,52,185,0,4,34,54,170,12,178,319,806
"450231000566","4502310","1","1","21",70,"3",247,31,278,1389,424,394,310,261,0,7,57,113,247,0,9,42,91,252,1,10,19,67,211,0,9,12,51,187,35,130,322,897
"450231000567","4502310","1","1","23",114,"3",500,132,632,2087,593,546,446,502,1,0,34,180,373,0,5,33,157,348,0,5,23,106,310,1,6,36,111,346,16,126,554,1377
"450231000568","4502310","1","1","13",78.6,"3",319,76,395,1349,376,350,354,269,0,8,24,152,190,0,4,26,125,189,1,6,20,124,199,1,7,14,86,161,25,84,487,739
"450231000569","4502310","1","1","13",123.4,"3",298,88,386,2306,661,612,493,540,1,13,56,179,408,3,25,48,137,397,1,24,41,97,324,1,15,42,124,355,77,187,537,1484
"450231000571","4502310","1","1","21",86,"3",156,46,202,1594,460,428,378,328,2,12,39,50,354,0,21,32,47,326,1,21,14,42,300,0,14,26,23,265,68,111,162,1245
"450231000572","4502310","1","1","21",65.1,"3",437,66,503,971,348,269,183,171,0,20,30,222,76,0,14,23,182,49,0,9,7,137,30,0,8,6,129,28,51,66,670,183
"450231000573","4502310","1","1","41",74.7,"3",365,70,435,1283,489,335,247,212,0,5,17,83,384,0,0,12,61,261,0,2,3,36,205,0,2,5,23,182,9,37,203,1032
"450231000574","4502310","1","1","41",80.5,"3",517,120,637,1556,558,389,332,277,1,5,24,172,351,1,2,16,117,251,1,3,23,108,196,0,5,7,91,173,15,70,488,971
"450231000576","4502310","2","1","21",23.5,"4",59,8,67,130,10,4,31,4,0,0,1,3,6,0,0,0,1,3,0,0,0,10,21,0,0,0,2,2,0,1,16,32
"450231000578","4502310","3","1","41",14,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450231000579","4502310","3","1","21",19,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450231000580","4502310","3","1","21",18,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450231001164","4502310","3","1","41",17,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450231001181","4502310","1","1","41",10.7,"4",NA,NA,NA,72,16,13,5,1,0,1,0,8,6,0,0,0,6,7,0,0,0,0,5,0,0,0,0,1,1,0,14,19
"470294001015","4702940","2","1","11",11,"3",62,8,70,78,4,4,4,32,0,0,0,4,0,0,0,1,2,1,0,0,0,4,0,0,0,0,25,7,0,1,35,8
"470294001016","4702940","1","1","11",37.3,"3",523,17,540,747,236,212,155,135,0,0,0,236,0,0,0,0,212,0,0,0,0,155,0,0,0,0,135,0,0,0,738,0
"470294001027","4702940","1","1","11",42.8,"3",528,24,552,803,243,264,165,112,0,0,0,243,0,0,0,0,264,0,0,0,0,165,0,0,0,0,112,0,0,0,784,0
"470294001028","4702940","1","1","11",84.5,"3",665,105,770,1761,482,507,386,383,0,23,14,418,27,0,19,10,438,40,0,11,7,332,36,0,10,6,346,21,63,37,1534,124
"470294001040","4702940","1","1","11",69.7,"3",674,84,758,1469,414,390,337,316,0,0,13,396,5,0,2,15,361,12,0,4,15,304,14,0,4,9,293,10,10,52,1354,41
"470294001053","4702940","1","1","11",53.5,"3",625,63,688,953,283,225,211,215,0,0,4,278,1,0,1,0,221,3,0,0,0,208,3,0,1,0,213,1,2,4,920,8
"470294001058","4702940","1","1","11",60.1,"3",783,98,881,1152,329,293,276,233,0,0,1,328,0,0,1,1,289,2,0,0,1,275,0,0,0,0,233,0,1,3,1125,2
"470294001064","4702940","1","1","11",49.1,"3",927,48,975,978,289,270,261,148,0,1,0,287,1,0,1,1,266,2,0,0,0,260,1,0,0,1,140,7,2,2,953,11
"470294001080","4702940","1","1","11",87.9,"3",812,51,863,1581,521,380,359,286,0,0,0,519,2,0,0,0,380,0,0,0,0,358,1,0,0,0,285,1,0,0,1542,4
"470294001085","4702940","1","1","11",49.8,"3",698,75,773,1055,297,268,251,231,0,0,0,296,1,0,0,0,268,0,0,0,0,251,0,0,0,0,230,1,0,0,1045,2
"470294001091","4702940","3","1","11",13.5,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470294001093","4702940","1","1","11",68.7,"3",764,122,886,889,271,239,178,162,1,11,80,128,51,1,5,39,139,55,0,6,26,109,37,0,6,14,111,31,28,159,487,174
"470294001095","4702940","3","1","11",15,"3",NA,NA,NA,0,NA,0,0,0,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4
"470294001113","4702940","1","1","11",28.1,"3",308,8,316,567,204,133,111,115,0,0,0,204,0,0,0,0,131,2,0,0,0,110,1,0,0,0,113,2,0,0,558,5
"470294001115","4702940","1","1","11",67.9,"3",857,68,925,1359,425,377,321,213,0,0,0,424,1,0,0,0,374,3,0,0,0,321,0,0,0,1,211,1,0,1,1330,5
"470294001122","4702940","1","1","11",53.8,"3",728,59,787,1110,293,331,233,222,0,0,0,293,0,0,0,0,331,0,0,0,0,233,0,0,0,0,222,0,0,0,1079,0
"470294001125","4702940","1","1","11",49.7,"3",661,26,687,909,275,226,190,191,1,0,0,273,1,0,0,0,226,0,0,0,0,189,1,0,0,0,191,0,0,0,879,2
"470294001127","4702940","1","1","11",39,"3",501,29,530,781,184,149,124,118,0,1,4,179,0,0,0,0,147,2,1,0,1,119,3,0,0,1,116,1,1,6,561,6
"470294001130","4702940","1","1","11",68,"3",754,133,887,1367,407,350,297,301,0,2,26,338,41,0,3,13,298,36,2,7,15,242,31,0,3,3,261,34,15,57,1139,142
"470294001138","4702940","1","1","11",67.8,"3",793,85,878,1330,436,345,262,278,0,0,14,416,6,0,0,11,331,3,0,1,4,255,2,1,1,7,264,5,2,36,1266,16
"470294001142","4702940","1","1","11",67.1,"3",482,93,575,1417,354,342,344,374,0,3,20,296,35,0,5,17,281,39,0,2,7,277,58,0,5,11,284,74,15,55,1138,206
"470294001153","4702940","1","1","11",51,"3",586,48,634,923,288,255,201,175,0,0,35,253,0,0,0,16,239,0,0,1,13,186,1,0,0,6,169,0,1,70,847,1
"470294001154","4702940","3","1","11",14.9,"3",NA,NA,NA,0,NA,0,0,0,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4
"470294001165","4702940","1","1","11",54.3,"3",713,70,783,786,197,140,124,89,0,1,14,177,5,0,5,14,116,5,0,2,6,114,2,0,0,5,79,5,8,39,486,17
"470294001166","4702940","1","1","11",49.9,"3",1011,58,1069,1072,311,279,249,223,0,0,1,308,2,0,0,1,274,4,0,0,0,248,1,0,0,1,221,1,0,3,1051,8
"470294001176","4702940","1","1","11",33.2,"3",320,30,350,478,142,110,114,91,0,0,0,142,0,0,0,0,110,0,0,0,0,114,0,0,0,0,91,0,0,0,457,0
"470294001178","4702940","1","1","11",109.4,"3",530,87,617,2187,584,583,507,486,0,44,19,296,225,0,48,22,267,246,1,34,12,223,237,0,40,16,213,217,166,69,999,925
"470294001181","4702940","1","1","11",88.9,"3",912,152,1064,1911,592,474,465,376,0,0,1,590,1,0,0,1,473,0,0,0,2,462,1,0,0,0,376,0,0,4,1901,2
"470294001186","4702940","1","1","11",84.6,"3",1003,143,1146,1846,552,499,422,339,0,12,14,521,5,0,14,15,467,3,0,8,12,397,5,0,2,9,327,1,36,50,1712,14
"470294001853","4702940","3","1","11",22,"3",NA,NA,NA,0,NA,0,0,0,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4
"470294001854","4702940","3","1","11",18.2,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470294001859","4702940","1","1","11",80.7,"3",758,125,883,1614,572,477,305,231,0,6,51,509,6,1,3,34,438,1,0,0,22,281,2,0,1,7,221,2,10,114,1449,11
"470294001938","4702940","3","1","11",14,"3",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470294001973","4702940","1","1","11",21.7,"4",230,9,239,554,128,100,88,42,0,0,3,123,2,0,0,0,97,3,0,1,0,84,3,0,0,0,41,1,1,3,345,9
"470294001974","4702940","1","1","11",17.9,"3",140,24,164,261,46,75,71,69,0,0,0,46,0,0,0,0,75,0,0,0,0,71,0,0,0,0,68,1,0,0,260,1
"470294002042","4702940","4","1","11",9.5,"3",NA,NA,NA,72,19,33,1,19,0,0,0,18,1,0,0,0,32,1,0,0,0,1,0,0,0,0,19,0,0,0,70,2
"470294002080","4702940","1","1","41",111.2,"3",335,80,415,2057,587,599,488,362,2,24,68,308,185,2,37,49,304,207,0,27,31,264,166,0,24,28,161,149,112,176,1037,707
"470294002081","4702940","1","1","11",10,"3",NA,NA,NA,150,34,26,45,45,0,0,1,32,1,0,0,0,26,0,0,0,0,45,0,0,0,0,45,0,0,1,148,1
"470294002082","4702940","4","1","11",4,"3",NA,NA,NA,82,NA,NA,18,64,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,18,0,0,0,0,62,2,-8,-8,72,-6
"470294002083","4702940","1","1","11",13,"3",106,32,138,318,88,79,76,75,0,0,4,84,0,1,0,4,74,0,0,0,5,71,0,0,0,0,74,1,0,13,303,1
"470294002129","4702940","1","3","11",NA,"3",NA,NA,NA,82,2,20,32,17,0,0,0,2,0,0,0,0,20,0,0,0,0,31,1,0,0,0,17,0,0,0,70,1
"480894000292","4808940","1","1","11",115.9,"3",297,92,389,2101,604,511,486,500,3,30,161,46,364,1,32,124,35,319,3,33,107,42,301,0,28,92,35,345,123,484,158,1329
"480894000294","4808940","1","1","11",126.8,"3",550,124,674,2241,656,569,488,528,1,9,300,64,282,2,9,258,45,255,3,4,198,31,252,0,10,181,35,302,32,937,175,1091
"480894000310","4808940","1","1","11",130.8,"3",760,191,951,1888,556,476,451,405,2,6,384,50,114,2,1,318,43,112,0,8,261,54,128,3,6,226,42,128,21,1189,189,482
"480894000324","4808940","1","1","11",59.7,"3",483,47,530,666,232,155,122,157,0,0,192,38,2,0,0,135,20,0,0,1,100,20,1,0,0,129,23,5,1,556,101,8
